date,klimastreik,klima,streik
2018-10-12,False,False,False
2018-10-13,False,True,False
2018-10-14,False,False,False
2018-10-15,False,True,False
2018-10-16,False,True,False
2018-10-17,False,True,True
2018-10-18,False,True,False
2018-10-19,False,True,False
2018-10-20,False,False,False
2018-10-21,False,False,False
2018-10-22,False,False,True
2018-10-23,False,False,False
